,num_people,generic_name,event_type,event_location,manufacturer,source,specialty,adverse_event_flag,date_manufacturer_received,date_of_event,date_received,date_report,class,regulation_number
599,1,,Other,,DAVOL INC,Manufacturer report,"General, Plastic Surgery",Y,20070820,20070317,20070919,20070820,2,878.3300
600,1,HOMECHOICE CASSETTE,Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20010103,20010103,20010207,20010103,2,876.5630
601,1,"APPLIANCE, FIXATION, SPINAL INTERLAMINAL",Injury,,MEDTRONIC,Manufacturer report,Orthopedic,Y,20150619,20150119,20150717,20150619,2,888.3050
602,1,"KNS, ENDOSCOPIC ELECTROSURGICAL UNIT AND ACCESSORIES",Malfunction,,COOK ENDOSCOPY,Manufacturer report,"Gastroenterology, Urology",N,20101123,NA,20101215,20101123,2,876.4300
603,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20110812,20110615,20110902,20110812,2,880.5725
604,1,INTRAOCULAR LENS,Injury,,BAUSCH & LOMB,Manufacturer report,Ophthalmic,Y,20080215,20050213,20080313,20080215,3,886.3600
605,1,DEFIBRILLATOR,Malfunction,I,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20151208,NA,20151229,20151208,3,870.5310
606,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20131210,20131101,20140107,20131210,2,880.5725
607,1,SURGICAL FIBER,Malfunction,,AMERICAN MEDICAL SYSTEMS,Manufacturer report,"General, Plastic Surgery",N,20110307,20110307,20110330,20110307,2,878.4810
608,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20110523,20110301,20110621,20110523,2,880.5725
609,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140807,20140701,20140821,20140807,2,880.5725
610,1,CAROTID STENT SYSTEM,Injury,UNKNOWN,GUIDANT,Manufacturer report,Unknown,Y,20060131,20060126,20060302,20060131,3,
611,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20150218,20150115,20150212,20150115,2,876.5630
612,1,DRUG ELUTING CORONARY STENT SYSTEM,Death,I,AV-TEMECULA-CT,Manufacturer report,Unknown,Y,20150825,20150814,20150825,20150826,3,
613,1,ULTRAFLEX NG ESOPHAGEAL STENT,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",N,20070912,20070817,20090226,20070912,2,878.3610
614,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20120507,20111115,20120126,20111227,2,876.5630
615,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20140402,20140402,20140801,20140703,3,
616,1,DEFIBRILLATION LEAD,Injury,,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,Y,20140611,20140611,20140813,NA,3,
617,1,"IMPLANTABLE CARDIOVERTER DEFIBRILLATOR, NIK",Malfunction,OTHER,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20110815,20110815,20140113,NA,3,
618,1,CLINICAL CHEMISTRY SYSTEM,Malfunction,,SIEMENS HEALTHCARE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20130312,20130312,20130404,20130312,2,862.1665
619,1,SURGICAL FIBER,Malfunction,,"AMS, INNOVATION CENTER - SILICON VALLEY",Manufacturer report,"General, Plastic Surgery",N,20101203,20101203,20101222,20101203,2,878.4810
620,1,DEFIBRILLATION LEAD,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,Manufacturer report,Unknown,Y,20080711,20080710,20080911,NA,3,
621,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Cardiovascular,N,19980116,19971217,19980310,NA,3,870.3680
622,1,,Malfunction,,"BARD PERIPHERAL VASCULAR SYSTEM, INC.",Manufacturer report,Unknown,N,20130715,20130711,20130813,20130715,3,
623,1,"TABLE TOP CHEMICAL STERILIZER, CHEMICLAVE",No answer provided,,BARNSTEAD/THERMOLYNE,Manufacturer report,General Hospital,N,19980922,19980922,19981022,19980922,2,880.6860
624,1,BILIARY WALLSTENT W/ MONORAIL DELIVERY SYSTEM,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20030922,20030919,20031021,20030922,3,
625,1,WEARABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,ZOLL,Manufacturer report,Unknown,N,20140919,20140918,20141001,20140925,3,
626,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,MPRI,Manufacturer report,Cardiovascular,Y,20141110,20141110,20150210,20141110,3,870.3680
627,1,PROGRAMMING SOFTWARE,Malfunction,OTHER,CYBERONICS,Manufacturer report,Unknown,N,20150116,20141211,20150105,20141211,3,
628,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20150527,20150328,20150519,20150501,2,876.5630
629,1,DIALYZER,Injury,HOSPITAL,"ASAHI KASEI KURARY MEDICAL CO, ASAHI KASEI MEDICAL AMERICA INC.",User Facility report,"Gastroenterology, Urology",Y,NA,20091124,20100115,20100114,2,876.5860
630,1,INSULIN PUMP,Malfunction,,TANDEM DIABETES CARE,Manufacturer report,General Hospital,N,20150331,20150331,20150429,20150331,2,880.5725
631,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20020515,NA,20020523,20020515,2,862.1345
632,1,MEDIPORT,Injury,HOSPITAL,C. R. BARD INC. (BASD),User Facility report,General Hospital,N,NA,20071105,20071203,20071203,2,880.5965
633,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20150414,NA,20150422,20150414,2,862.1345
634,1,"MESH, SURGICAL, POLYMERIC",Injury,OTHER,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20080722,NA,20080825,20080722,2,878.3300
635,1,"CATHETER, INTRAVASCULAR, THERAPEUTIC, LONG-TERM GREATER THAN 30 DAYS",Malfunction,HOSPITAL,BARD SHANNON LIMITED,Manufacturer report,General Hospital,N,20150708,20150427,20150814,20150720,2,880.5970
636,1,RESTORELLE DIRECT FIX A&P,Injury,I,COLOPLAST A/S,Manufacturer report,"General, Plastic Surgery",Y,20151009,20080924,20151106,20151104,2,878.3300
637,1,TFCC FAST FIX KIT,Malfunction,HOSPITAL,MANSFIELD MANUFACTURING SITE,Manufacturer report,"General, Plastic Surgery",N,20140506,20140506,20140825,20140506,2,878.5000
638,1,,Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20091116,20091113,20091211,20091113,3,
639,1,PLASMA EXCHANGER,Malfunction,HOSPITAL,FRESENIUS,Voluntary report,Unknown,N,NA,20011204,20011214,20011214,U,
640,1,PACER LEAD,Injury,,BIOTRONIK SE & CO KG,Manufacturer report,Cardiovascular,Y,20091026,20090728,20091119,20091026,3,870.3680
641,1,,Injury,OTHER,ABBOTT VASCULAR,Manufacturer report,Unknown,Y,20080707,20080624,20080728,20080707,3,
642,1,"PROSTHESIS, HIP",Injury,,BIOMET ORTHOPEDICS,Manufacturer report,Orthopedic,Y,20150428,20150427,20150526,20150428,2,888.3358
643,1,ACETABULAR CUP,Injury,,SMITH & NEPHEW,Manufacturer report,Unknown,Y,20120116,NA,20120118,20120118,3,
644,1,AUTOMATED CELL COUNTER,Other,,BECKMAN COULTER,Manufacturer report,Hematology,N,20050831,20050831,20050922,20050922,2,864.5200
645,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20110105,20101126,20101220,20101126,2,876.5630
646,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20120515,20120515,20120525,20120515,2,880.5725
647,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20130910,NA,20131001,20130910,2,880.5725
648,1,"PULSE-GENERATOR, DUAL CHAMBER, IMPLANTABLE",Malfunction,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,N,20121203,20121001,20121031,20121203,3,
649,1,2.4 MM VA-LCP 2-CLMN VLR DSTL RADIUS PLATE,Malfunction,,SYNTHES - MONUMENT,Manufacturer report,Orthopedic,N,20120319,20120319,20120416,20120319,2,888.3030
650,1,"STIMULATOR, ELECTRICAL, IMPLANTABLE, FOR INCONTINENCE",Injury,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,"Gastroenterology, Urology",Y,20120409,20061105,20120507,20120409,3,876.5270
651,1,HIP,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20120227,20120221,20120305,20120227,3,888.3330
652,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Injury,I,BAXTER,Manufacturer report,"Gastroenterology, Urology",Y,20151022,NA,20151106,20151106,2,876.5630
653,1,,Injury,,ST JUDE MED - NEUROMODULATION,Manufacturer report,Neurology,Y,20131105,20131105,20131125,20131105,2,882.5880
654,1,PICTURE ARCHIVING AND COMMUNICATION,Malfunction,,AGFA HEALTHCARE CORP,Manufacturer report,Radiology,N,20141022,20141022,20141114,20141114,2,892.2050
655,1,,Injury,,CPI - DEL CARIBE,Manufacturer report,Unknown,Y,20131126,20131126,20140113,20131126,3,
656,1,"STENT, CORONARY, DRUG-ELUTING",Malfunction,,MEDTRONIC,Manufacturer report,Unknown,Y,20140307,20131121,20131219,20140307,3,
657,1,SHOULDER IMPLANT,Injury,,"1818910 DEPUY ORTHOPAEDICS, INC.",Manufacturer report,Orthopedic,Y,20150610,20150603,20150609,20150603,2,888.3660
658,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,ZOLL,Manufacturer report,Cardiovascular,N,20121018,NA,20121106,20121018,3,870.5310
659,1,"FZP CLIP, IMPLANTABLE",Malfunction,,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20100709,20100101,20100805,20100709,2,878.4300
660,1,"MESH, SURGICAL, POLYMERIC",Injury,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",Y,20130625,NA,20130718,20130625,2,878.3300
661,1,"GENERATOR, OXYGEN, PORTABLE",Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20150206,NA,20150213,20150206,2,868.5440
662,1,WEARABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,I,ZOLL,Manufacturer report,Unknown,N,20151118,20151107,20151120,20151120,3,
663,1,VASCULAR CLAMP,Malfunction,HOSPITAL,GUIDANT,Manufacturer report,Cardiovascular,N,20030422,20030422,20030514,20030422,2,870.4450
664,1,,Malfunction,,STRYKER,Manufacturer report,Dental,N,20111230,20111229,20120117,20111230,2,872.4120
665,1,"STENT, CARDIOVASCULAR",Malfunction,HOSPITAL,CORDIS CORPORATION,User Facility report,Unknown,N,NA,20060714,20061025,20061025,3,
666,1,NEUROLOGICAL STEREOTAXIC INSTRUMENT,Malfunction,,MEDTRONIC,Manufacturer report,Neurology,N,20131106,20131106,20131204,20131106,2,882.4560
667,1,TOTAL KNEE PROSTHESIS,Injury,,"1818910 DEPUY ORTHOPAEDICS, INC.",Manufacturer report,Orthopedic,Y,20100111,20100111,20100208,20100111,2,888.3590
668,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20131117,NA,20131126,20131117,2,880.5725
669,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20111012,20110414,20110509,20110414,2,876.5630
670,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140113,NA,20140122,20140113,2,862.1345
671,1,IV INFUSION PUMP,Death,HOSPITAL,HOSPIRA,User Facility report,General Hospital,Y,NA,20060113,20060206,20060202,2,880.5725
672,1,888.4540 ORTHOPEDIC MAN SURG. INSTRUMENT,Other,,"SEASPINE, INC.",Manufacturer report,Orthopedic,N,20080710,20080710,20080807,20080710,1,888.4540
673,1,ACETABULAR CUP HIP IMPLANT,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20120213,20120213,20120305,20120213,3,888.3330
674,1,TRANSVENOUS DEFIBRILLATION LEAD,Malfunction,HOSPITAL,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20060719,20060719,20060808,20060719,3,
675,1,INFUSION PUMP,Injury,,MEDTRONIC,Manufacturer report,General Hospital,Y,20100621,20100617,20100624,20100621,2,880.5725
676,1,DISPOSABLES,Malfunction,,MEDTRONIC,Manufacturer report,General Hospital,N,20080415,20080411,20080428,20080415,2,880.5860
677,1,BLOOD GLUCOSE MONITORING DEVICE - NBW,Malfunction,OTHER,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20080209,20080205,20080215,20080215,2,862.1345
678,1,IMPLANT,Malfunction,,HOWMEDICA INC.,Manufacturer report,Orthopedic,N,19980228,19980107,19980415,19980414,2,888.3390
679,1,,Malfunction,,INTERNATIONAL TECHNIDYNE CORP.,Manufacturer report,Hematology,N,20130412,20130401,20130502,20130412,2,864.5400
680,1,TEMPLATE,Malfunction,,SYNTHES HAGENDORF,Manufacturer report,Orthopedic,N,20150209,NA,20150212,20150209,1,888.4800
681,1,OZO,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20150114,20150114,20150128,20150114,3,
682,1,"VENTILATOR, CONTINUOUS, MINIMAL VENTILATORY SUPPORT,FACILITY USE",Malfunction,I,"RESPIRONICS CALIFORNIA, INC",Manufacturer report,Anesthesiology,N,20150226,NA,20150323,20150226,2,868.5895
683,1,FEMORAL,Injury,HOSPITAL,SMITH & NEPHEW,Manufacturer report,Orthopedic,Y,20050218,NA,20050329,20050329,3,888.3570
684,1,DRUG-ELUTING STENT,Death,,CORDIS LLC (PR),Manufacturer report,Unknown,Y,20050831,20050730,20050928,20050928,3,
685,1,IMPLANTABLE PACEMAKER/CARDIO/DEFIB,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,N,20100501,20100405,20100810,NA,3,
686,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20120529,20120529,20120604,20120604,2,892.1650
687,1,FTL,Injury,HOSPITAL,SOFRADIM PRODUCTION,Distributor report,"General, Plastic Surgery",Y,NA,NA,20120509,20120417,2,878.3300
688,1,INFUSION PUMP,Death,,MEDTRONIC,Manufacturer report,General Hospital,Y,20090512,20090505,20090521,20090512,2,880.5725
689,1,KNEE PROSTHESIS,Injury,HOSPITAL,ZIMMER,Manufacturer report,Orthopedic,Y,20030205,20000725,20030304,20030131,2,888.3520
690,1,LZG,Injury,,MEDTRONIC,Manufacturer report,General Hospital,Y,20120721,20120720,20120802,20120721,2,880.5725
691,1,87LPH,Injury,,"1818910 DEPUY ORTHOPAEDICS, INC.",Manufacturer report,Orthopedic,Y,20090415,20090415,20090514,20090415,2,888.3358
692,1,ARROW MULTI LUMEN CVC KIT,Injury,,"ARROW INTERVENTIONAL, INC (SUBSIDIARY OF ARROW INTL, INC)",Voluntary report,Cardiovascular,Y,NA,20110130,20110207,20110131,2,870.1250
693,1,IMPLANTABLE LEAD,Injury,HOSPITAL,CARDIAC PACEMAKERS,Manufacturer report,Cardiovascular,N,20070510,20070510,20070810,20070510,3,870.3680
694,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20130819,NA,20130911,20130819,2,880.5725
695,1,VENTILATOR,Malfunction,I,"RESPIRONICS CALIFORNIA, INC",Manufacturer report,Anesthesiology,N,20151217,NA,20160111,20151217,2,868.5895
696,1,BLOOD GLUCOSE TEST STRIPS,Malfunction,,BAYER,Manufacturer report,Clinical Chemistry,N,20111205,20111201,20120104,20111205,2,862.1345
697,1,OZO,Malfunction,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,N,20150605,20150605,20150624,20150605,3,
698,1,TIBIAL KNEE PROSTHESIS,Injury,,9616671 DEPUY (IRELAND),Manufacturer report,Unknown,Y,20111213,20111130,20120111,20111130,3,
699,1,SKULL CLAMP,Other,,OHIO MEDICAL INSTRUMENT,Manufacturer report,Neurology,Y,NA,NA,19980421,19980416,2,882.4460
700,1,"CLIP, IMPLANTABLE",Malfunction,I,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20150929,20150828,20150915,20150910,2,878.4300
701,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20140919,20140814,20141014,20140919,2,876.5630
702,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Malfunction,I,MEDTRONIC,Manufacturer report,Unknown,Y,20151119,NA,20151116,20151026,3,
703,1,CLINICAL CHEMSTRY ANALYZER,Malfunction,,BECKMAN COULTER,Manufacturer report,Clinical Chemistry,N,20110104,20110103,20110201,20110104,1,862.2160
704,1,IMPLANT,Injury,,STRYKER,Manufacturer report,Orthopedic,Y,20141201,20141015,20141110,20141016,2,888.3560
705,1,IMPLANTABLE TACHY LEAD,Malfunction,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,N,20080325,20080325,20100513,NA,3,
706,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140606,20140606,20150519,20150430,3,
707,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20110801,20110322,20110414,20110322,2,876.5630
708,1,HEMODIALYSIS MACHINE,Death,HOSPITAL,FRESENIUS,Voluntary report,"Gastroenterology, Urology",Y,NA,20030902,20030926,20030926,2,876.5860
709,1,AUTOMATED IMMUNOASSAY ANALYZER,Malfunction,,"ABBOTT MANUFACTURING, INC.",Manufacturer report,Clinical Chemistry,N,20090316,20090120,20090213,20090120,1,862.2160
710,1,TIBIAL KNEE PROSTHESIS,Injury,,DEPUY WARSAW,Manufacturer report,Orthopedic,Y,20110928,20110928,20111027,20110928,2,888.3560
711,1,"AORTIC VALVE, PROSTHESIS, PERCUTANEOUSLY DELIVERED",Malfunction,,EDWARDS LIFESCIENCES,Manufacturer report,Unknown,N,20150403,20141216,20150109,20141216,3,
712,1,BZE,Malfunction,,FISHER & PAYKEL,Manufacturer report,Anesthesiology,N,20120820,NA,20120911,20120820,2,868.5270
713,1,NONE,Malfunction,,CYBERONICS,Manufacturer report,Unknown,N,20091109,20091109,20091209,20091109,3,
714,1,IMPLANTABLE DEFIBRILLATOR,Injury,,SULZER INTERMEDICS INC.,Manufacturer report,Unknown,Y,19980911,19940831,19981009,19980911,3,
715,1,REGENT ROTATABLE VALVE,Death,,"ST. JUDE MEDICAL PUERTO RICO, INC. (CS)",Manufacturer report,Unknown,Y,20110603,20110523,20110610,20110610,3,
716,1,87HRY,Injury,,"DEPUY ORTHOPAEDICS, LTD.",Manufacturer report,Orthopedic,Y,20081217,20081105,20090114,20081217,2,888.3530
717,1,DEFIBRILLATION LEAD,Injury,I,"ST. JUDE MEDICAL, INC. (CRM-KISTA)",Manufacturer report,Unknown,Y,20151119,20151119,20151229,20151119,3,
718,1,"STAPLE, IMPLANTABLE",Malfunction,,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20140130,NA,20140221,20140130,2,878.4750
719,1,CATHETER,Injury,HOSPITAL,C. R. BARD INC. (BASD),User Facility report,General Hospital,Y,NA,20141101,20141107,20141107,2,880.5970
720,1,INTRAOCULAR LENS,Injury,,STAAR SURGICAL,Manufacturer report,Ophthalmic,Y,20080207,20071001,20080306,20080207,3,886.3600
721,1,"MIH / SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT",Injury,,W. L. GORE & ASSOCIATES,Manufacturer report,Unknown,Y,20090722,20090722,20090819,20090819,3,
722,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,,Manufacturer report,Unknown,N,20140207,20140207,20140213,20140207,3,
723,1,ACETABULAR CUP,Injury,,SMITH & NEPHEW,Manufacturer report,Unknown,Y,20140414,20120509,20140425,20140424,3,
724,1,HIP FEMORAL STEM/SLEEVE,Injury,I,9616671 DEPUY (IRELAND),Manufacturer report,Orthopedic,Y,20150828,20150113,20150130,20150113,2,888.3358
725,1,CARDIOPULMONARY HEART LUNG MACHINE,Malfunction,,SORIN GROUP DEUTSCHLAND,Manufacturer report,Cardiovascular,N,20090701,20090618,20100503,20090701,2,870.4220
726,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140924,20140901,20141007,20140924,2,880.5725
727,1,,Other,,,Manufacturer report,"General, Plastic Surgery",N,19991004,19990727,19991123,NA,3,878.3530
728,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER,Manufacturer report,"Gastroenterology, Urology",N,20140528,20140214,20140620,20140528,2,876.5630
729,1,80FRN,Malfunction,,COSTA RICA,Manufacturer report,General Hospital,N,20141219,20140101,20150107,20141219,2,880.5725
730,1,ORTHOPEDIC MANUAL SURGICAL INSTRUMENT,Malfunction,I,STRYKER,Manufacturer report,Orthopedic,N,20150914,20150720,20150827,20150803,1,888.4540
731,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20120623,NA,20120702,20120623,2,862.1345
732,1,CORONARY STENT SYSTEM,Malfunction,,AV-TEMECULA-CT,Manufacturer report,Unknown,N,20110218,20110214,20110314,20110218,3,
733,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20140130,NA,20140227,20140130,3,870.5310
734,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORP.,Manufacturer report,General Hospital,N,20100914,20100914,20101014,20100914,2,880.5725
735,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20150210,20150210,20150225,20150225,2,892.1650
736,1,OZO,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140825,20140801,20140924,20140825,3,
737,1,IMPLANTABLE TACHY LEAD,Malfunction,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,Y,20110325,NA,20110615,NA,3,
738,1,IMPLANT-SPACER,Malfunction,,STRYKER,Manufacturer report,Orthopedic,N,20130919,20130919,20140428,20130919,2,888.3080
739,1,A/C POWERED HOSPITAL BED,Malfunction,,STRYKER,Manufacturer report,General Hospital,N,20110208,20110208,20110225,20110208,2,880.5100
740,1,LITE GLOVE,Malfunction,I,COVIDIEN,Manufacturer report,General Hospital,N,20160115,20160114,20160122,20160115,1,880.6250
741,1,DISPOSABLE SURGICAL STAPLER,Injury,,COVIDIEN,Manufacturer report,"General, Plastic Surgery",Y,20120325,NA,20120329,20120325,2,878.4750
742,1,GLUCOSE MONITORING SYS/KIT,Malfunction,OTHER,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20090509,NA,20090603,20090509,2,862.1345
743,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC,Manufacturer report,Unknown,N,20150410,20150410,20150501,20150410,3,
744,1,"AORTIC VALVE, PROSTHESIS, PERCUTANEOUSLY DELIVERED",Injury,I,MEDTRONIC,Manufacturer report,Unknown,Y,20160113,20150903,20150918,20160113,3,
745,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20151030,NA,20151109,20151030,2,880.5725
746,1,FLUOROSCOPIC X-RAY,Malfunction,,GE MEDICAL SYSTEMS (INDIA) PRIVATE LTD,Manufacturer report,Radiology,N,20101208,20101208,20110202,20110202,2,892.1650
747,1,MDS,Malfunction,,DEXCOM INC,Manufacturer report,Unknown,N,20140729,20140729,20140825,20140729,3,
748,1,CORONARY STENT SYSTEM,Malfunction,,AV-TEMECULA-CT,Manufacturer report,Unknown,N,20130612,20130402,20130506,20130411,3,
749,1,"STIMULATOR, ELECTRICAL, IMPLANTABLE, FOR INCONTINENCE",Injury,I,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,"Gastroenterology, Urology",Y,20160111,20150107,20160115,20160111,3,876.5270
750,1,880.5510,Malfunction,,INVACARE REHABILITATION EQUIP,Manufacturer report,General Hospital,N,20140813,NA,20140905,20140813,1,880.5510
