,num_people,generic_name,event_type,event_location,manufacturer
1966,1,"BED, AC-POWERED ADJUSTABLE HOSPITAL",Malfunction,,GE OEC MEDICAL SYSTEMS
1967,1,"PUMP, INFUSION",Malfunction,,ANIMAS CORPORATION
1969,1,A/C POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,STRYKER
1970,1,INTRAVENOUS CATHETER,Malfunction,NOT APPLICABLE,ANIMAS CORPORATION
1971,1,AUTOMATED URINE CHEMISTRY ANALYZER,Malfunction,I,MDT PUERTO RICO OPERATIONS CO
1972,1,AC-POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,MEDTRONIC
1973,1,"PUMP, INFUSION, INSULIN",Malfunction,,HEARTSINE TECHNOLOGIES LTD
1975,1,,Malfunction,HOSPITAL,MDT PUERTO RICO OPERATIONS CO
1976,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,PHILIPS MEDICAL SYSTEMS
1978,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,BAXTER HEALTHCARE
1979,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,UNOMEDICAL LTD
1981,1,WHEELED STRETCHER,Malfunction,HOSPITAL,BAXTER HEALTHCARE
1982,1,"PUMP, INFUSION",Malfunction,,ANIMAS CORPORATION
1983,1,IABP,Malfunction,HOSPITAL,AMERICAN MEDICAL SYSTEMS
1987,1,,Malfunction,OTHER,COCHLEAR LTD
1989,1,CORONARY STENT SYSTEM,Death,HOSPITAL,MDT PUERTO RICO OPERATIONS CO
1990,1,INSULIN INFUSION PUMP,Malfunction,,MDT PUERTO RICO OPERATIONS CO
1991,1,FLUOROSCOPIC X-RAY,Malfunction,,ST JUDE MEDICAL - NEUROMODULATION
1992,1,DQY,Malfunction,,ZOLL
1993,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,MPRI
1994,1,SUTURE MEDIATED CLOSURE,Injury,,GUIDANT
1996,1,DISPOSABLE TROCAR,Other,HOSPITAL,MDT PUERTO RICO OPERATIONS CO
1997,1,PROTHROMBIN TIME,Malfunction,,DISETRONIC MEDICAL SYSTEMS
1999,1,TRIPLE LUMEN PICC LINE,Injury,,BOSTON SCIENTIFIC
2000,1,RESERVOIR,Malfunction,,MUSCULOSKELETAL TRANSPLANT FOUNDATION
2001,1,"PUMP, INFUSION",Malfunction,,ADVANCED BIONICS LLC
2002,1,IMPLANTABLE LEAD,Injury,OUTPATIENT TREATMENT FACILITY,BOSTON SCIENTIFIC
2003,1,RESERVOIR,Malfunction,,INVACARE REHABILITATION EQUIP
2004,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER",Injury,,MEDTRONIC
2010,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,U,DEPUY SYNTHES
2011,1,MDS,Malfunction,,BAXTER HEALTHCARE
2012,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,MEDTRONIC
2013,1,INFUSION PUMP,Malfunction,,ZOLL
2015,1,INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
2017,1,880.5510,Malfunction,,ROCHE DIAGNOSTICS
2018,1,,Malfunction,OTHER,SIEMENS HEALTHCARE DIAGNOSTICS
2019,1,HOSPITAL WHEELED STRETCHER,No answer provided,,BAXTER HEALTHCARE
2020,1,ENDOSCOPE ACCESSORIES,Malfunction,HOSPITAL,MDT PUERTO RICO OPERATIONS CO
2021,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Injury,I,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2022,1,FLUOROSCOPIC X-RAY,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2023,1,EXTERNAL DC DEFIBRILLATOR/CARDIAC MONITOR/TRANSCUTANEOUS PAC,Malfunction,HOSPITAL,MEDTRONIC
2025,1,FLUOROSCOPIC X-RAY,Malfunction,,ABBOTT DIABETES CARE
2026,1,SCS IPG,Malfunction,,UNITED STATES SURGICAL
2027,1,MDS,Malfunction,I,STRYKER
2030,1,IMPLANTABLE LEAD,Malfunction,OUTPATIENT TREATMENT FACILITY,BOSTON SCIENTIFIC
2031,1,,Malfunction,OTHER,BAXTER HEALTHCARE
2032,1,"WIRE, GUIDE, CATHETER",Injury,,CYBERONICS
2033,1,CANNULATED SCREWDRIVER,Malfunction,HOSPITAL,BAXTER HEALTHCARE
2035,1,,Malfunction,,MEDTRONIC
2036,1,FSA,No answer provided,HOSPITAL,INVAMEX
2038,1,FLUOROSCOPIC X-RAY,Malfunction,,ALCON - IRVINE TECHNOLOGY CENTER
2039,1,INFUSION PUMP,Malfunction,,"RESPIRONICS CALIFORNIA, INC"
2041,1,SUTURE MEDIATED CLOSURE,Injury,,ATRIUM MEDICAL CORP.
2042,1,IMPLANTABLE PULSE GENERATOR,Malfunction,I,STRYKER
2044,1,MDS,Malfunction,,MAXHEALTH CORP.
2045,1,COCHLEAR IMPLANT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2046,1,,Malfunction,,IRIS INTERNATIONAL
2047,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,ADVANCED STERILIZATION PRODUCTS
2049,1,PHACOFRAGMENTATION SYSTEM,Malfunction,,ZOLL
2050,1,890.3860,Malfunction,,HILL-ROM RITTER
2051,1,A/C POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,MEDTRONIC
2052,1,DISCRETE PHOTOMETRIC CHEMISTRY ANALYZER,Malfunction,,BAXTER HEALTHCARE
2056,1,ENDO LINEAR CUTTERS - ETS45MM,Malfunction,NOT APPLICABLE,COVIDIEN
2057,1,INSULIN INFUSION PUMP,Malfunction,,MDT PUERTO RICO OPERATIONS CO
2058,1,MDS,Malfunction,,MDT PUERTO RICO OPERATIONS CO
2061,1,A/C HOSPITAL BED,Malfunction,,MPRI
2062,1,880.5510,No answer provided,,BECKMAN COULTER
2063,1,,Malfunction,,ETHICON
2064,1,"WIRE, GUIDE, CATHETER",Malfunction,,"INTUITIVE SURGICAL, INC"
2065,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,BAYER HEALTHCARE LLC
2066,1,,Malfunction,HOSPITAL,ARIZONA DEVICE MANUFACTURING
2067,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,HOSPITAL,GUIDANT
2070,1,LINEAR CUTTER,Malfunction,NOT APPLICABLE,GUIDANT
2071,1,890.3860,Malfunction,,GUIDANT
2073,1,TRAUMA IMPLANT,Malfunction,,SIEMENS-ELEMA AB LIFE SUPPORT SYSTEMS DIV
2074,1,INSULIN INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
2076,1,STAPLERS - ENDOSCOPIC,Malfunction,NOT APPLICABLE,BAXTER HEALTHCARE
2077,1,SCS CHARGING SYSTEM,Injury,,STRYKER
2079,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,ALCON RESEARCH LTD/HUNTINGTON
2080,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,I,CONMED
2081,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"NELLCOR PURITAN BENNETT, INC."
2083,1,"MOTOR, SURGICAL INSTRUMENT, AC-POWERED",Malfunction,I,INVACARE FLORIDA OPERATIONS
2086,1,,Injury,HOSPITAL,BAXTER HEALTHCARE
2087,1,E SERIES,Malfunction,,STRYKER
2088,1,DRUG ELUTING PERMANENT RIGHT VENTRICULAR (RV) OR RIGHT ATRIAL (RA) PACEMAKER ELE,Malfunction,,"RESPIRONICS CALIFORNIA, INC"
2089,1,IMPLANTABLE PULSE GENERATOR,Malfunction,HOSPITAL,BAXTER HLTHCARE CORP
2092,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE
2093,1,"SCREW, FIXATION, BONE",Malfunction,,HEART VALVES SANTA ANA
2095,1,DEFIBRILLATOR MINI,Malfunction,HOSPITAL,PHILIPS MEDICAL SYSTEMS
2096,1,GLUCOSE MONITORING SYS/KIT,Malfunction,I,MDT PUERTO RICO OPERATIONS CO
2098,1,890.3850,Malfunction,,IPG MFG SWITZERLAND
2099,1,AMBULANCE COT,Malfunction,,ROCHE DIAGNOSTICS
2100,1,CONTINUOUS VENTILATOR,Injury,I,BECKMAN COULTER
2101,1,GLUCOSE MONITORING SYS/KIT,Malfunction,OTHER,ETHICON
2102,1,ADMINISTRATION SET,Malfunction,,GUIDANT
2103,1,"ENZYMATIC METHOD, CREATININE",Malfunction,LABORATORY,SIEMENS HEALTHCARE DIAGNOSTICS
2105,1,RESERVOIR,Malfunction,,INVACARE FLORIDA OPERATIONS
2109,1,PICTURE ARCHIVING AND COMMUNICATION,Malfunction,,BIO-RAD MEDICAL DIAGNOSTICS GMBH
2110,1,DRUG-ELUTING STENT,Malfunction,HOSPITAL,GE OEC MEDICAL SYSTEMS
2111,1,"VENTILATOR, CONTINUOUS, MINIMAL VENTILATORY SUPPORT,FACILITY USE",Malfunction,I,MEDTRONIC
2113,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,HILL-ROM INC
2115,1,DRAINAGE CATHETER,Malfunction,HOSPITAL,MEDTRONIC
2116,1,ENDOSCOPIC VESSEL HARVESTING SYSTEM,Injury,,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
2117,1,INSULIN INFUSION PUMP,Malfunction,,"ALCON LABORATORIES, INC"
2119,1,CENTRAL MONITORING STATION,Malfunction,,DEXCOM INC
2120,1,ENDOSCOPIC LINEAR CUTTERS`,Malfunction,NOT APPLICABLE,BAXTER HEALTHCARE
2121,1,,Malfunction,,"RESPIRONICS CALIFORNIA, INC"
2122,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,DEPUY SYNTHES
2123,1,PERC. THROMBECTOMY DEVICE,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2126,1,IMPLANTABLE LEAD,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
2127,1,NON-STENTED BIOPROSTHETIC HEART VALVE,Malfunction,HOSPITAL,LIFESCAN INC.
2128,1,"PLIERS, SURGICAL",Malfunction,,SYNTHES (USA)
2130,1,BLOOD GLUCOSE MONITORING TEST STRIPS- LFR,Malfunction,OTHER,ETHICON
2133,1,KNEE INSTRUMENT/TRIAL,Malfunction,,ETHICON
2135,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,I,ORTHO-CLINICAL DIAGNOSTICS
2136,1,CIRCULATORY ASSIST SYSTEM,Malfunction,I,GUIDANT
2137,1,,Malfunction,,STRYKER
2139,1,MATTRESS,Other,,MEDEX
2140,1,MDS,Malfunction,,ST. JUDE MEDICAL INC. CRMD
2141,1,"CLIP, IMPLANTABLE",Malfunction,,"ACCESSCLOSURE, INC."
2143,1,2.0MM IMF SCREW SELF-DRILLING 12MM,Malfunction,,INVACARE FLORIDA OPERATIONS
2144,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,ANIMAS CORPORATION
2145,1,VENA CAVA FILTER,Injury,HOSPITAL,CYBERONICS
2146,1,POWERED LASER SURGICAL INSTRUMENT,Malfunction,I,GE OEC MEDICAL SYSTEMS
2147,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,I,LIFESCAN INC.
2148,1,SECURE CARE,Other,,LACEY MANUFACTURING CO.
2149,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER",Injury,,BAXTER HEALTHCARE
2150,1,INFUSION PUMP,Malfunction,,AV-TEMECULA-CT
2151,1,INSULIN INFUSION PUMP,Malfunction,,MDT PUERTO RICO OPERATIONS CO
2153,1,"CATHETERS, TRANSLUMINAL CORONARY ANGIOPLASTY, PERCUTANEOUS",Malfunction,,DEXCOM INC
2154,1,VASCULAR CLAMP,Malfunction,HOSPITAL,"CORDIS NEUROVASCULAR, INC."
2155,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,"INTUITIVE SURGICAL, INC"
2156,1,"PUMP, INFUSION",Malfunction,I,BAXTER HEALTHCARE
2157,1,INSULIN INFUSION PUMP,Malfunction,,BOSTON SCIENTIFIC
2159,1,"CATHETER, PERCUTANEOUS",Malfunction,,MDT PUERTO RICO OPERATIONS CO
2162,1,WEARABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,BAXTER HEALTHCARE
2163,1,"FZP CLIP, IMPLANTABLE",Malfunction,OTHER,MEDTRONIC
2165,1,ULTERINE MANIPULATORS,Malfunction,NOT APPLICABLE,KENSTONE METAL
2166,1,,Injury,I,GE OEC MEDICAL SYSTEMS
2169,1,"FCL, FORCEPS, BIOPSY, NON-ELECTRIC",Malfunction,HOSPITAL,MEDTRONIC
2170,1,LINEAR CUTTERS - CONVENTIONAL,Malfunction,NOT APPLICABLE,PHILIPS MEDICAL SYSTEMS
2172,1,INFUSION PUMP,Malfunction,,DEPUY SYNTHES
2176,1,INSULIN INFUSION PUMP,Malfunction,,BOSTON SCIENTIFIC
2178,1,ENDOSTEAL DENTAL IMPLANT,Injury,NO INFORMATION,"ST. JUDE MEDICAL, INC.(CRM-SUNNYVALE)"
2180,1,"IZI, MBQ",Malfunction,,MEDTRONIC
2181,1,PEDIATRIC MULTI LUMEN CATHETER PRODU,Malfunction,,INNOVATIVE PRODUCTS
2182,1,INFUSION PUMP,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2183,1,80FRN,Malfunction,,PHILIPS MEDICAL SYSTEMS
2187,1,INSULIN PUMP CARTRIDGE,Malfunction,,MEDTRONIC
2189,1,"IZI (SYSTEM, X-RAY ANGIOGRAPHIC)",Malfunction,,ABBOTT DIABETES CARE
2192,1,TREATMENT PLANNING SYSTEM,Malfunction,,EDWARDS LIFESCIENCES
2193,1,FILTER HOLDER FOR STERILIZATION,Malfunction,,GUIDANT
2195,1,ENDOSCOPIC ROTATING MULTIPLE CLIP APPLIER,Malfunction,NO INFORMATION,COVIDIEN
2196,1,,Malfunction,,BECKMAN COULTER
2198,1,LVAD,Injury,,ROCHE DIAGNOSTICS
2199,1,INFUSION PUMP,Malfunction,I,CONMED
2200,1,"FPA - SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,HOSPITAL,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2201,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,MEDTRONIC
2202,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,I,ROCHE DIAGNOSTICS
2204,1,"APPLIANCE, FIXATION, SPINAL INTERLAMINAL",Injury,I,ANIMAS CORPORATION
2206,1,AUTOMATED BLOOD CELL SEPARATOR,Malfunction,,BAXTER HEALTHCARE
2207,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2208,1,INSTRUMENT,Malfunction,,DENTSPLY PROFESSIONAL
2209,1,"HARDWARE, SCREW",Malfunction,HOSPITAL,"DEFIBTECH, L.L.C."
2210,1,"SCREW, FIXATION, BONE",Malfunction,I,GUIDANT
2211,1,INFUSION PUMP,Malfunction,,LIFESCAN INC.
2213,1,HALO PKS CUTTING FORCEPS 5MM/33CM,Malfunction,NO INFORMATION,STRYKER
2214,1,LANCET DEVICE,Malfunction,HOME,MDT PUERTO RICO OPERATIONS CO
2216,1,ORTHOPEDIC MANUAL INSTRUMENT,Malfunction,,BAXTER HEALTHCARE
2219,1,"ANALYZER, CHEMISTRY (PHOTOMETRIC, DISCRETE), FOR CLINICAL USE",Malfunction,,STRYKER
2220,1,INSTRUMENT,Malfunction,,BAXTER HEALTHCARE
2221,1,INSULIN PUMP CARTRIDGE,Malfunction,,MDT PUERTO RICO OPERATIONS CO
2222,1,HOSPITAL WHEELED STRETCHER,Malfunction,,DEXCOM INC
2223,1,IMPLANTABLE CHF GENERATOR,Malfunction,OUTPATIENT TREATMENT FACILITY,BAXTER HEALTHCARE
2224,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,JAEYONG
2225,1,STENT,Other,HOSPITAL,CORDIS CORPORATION
2227,1,,Injury,HOME,MEDTRONIC
2228,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Injury,,GUIDANT
2230,1,BLOOD GLUCOSE SYSTEM,Malfunction,,ZOLL
2232,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Malfunction,,ABBOTT DIABETES CARE
2233,1,IMPLANTABLE PACEMAKER/CARDIO/DEFIB,Injury,HOSPITAL,PHILIPS MEDICAL SYSTEMS
2236,1,A/C POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,CONMED
2237,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,AV-TEMECULA-CT
2238,1,INSULIN PUMP,Malfunction,,STAAR SURGICAL
2239,1,INFUSION PUMP,Malfunction,,STRYKER
2240,1,INSULIN INFUSION PUMP,Malfunction,,HAMILTON BONADUZ AG
2241,1,,Malfunction,OUTPATIENT TREATMENT FACILITY,"CUSTOM ULTRASONICS, INC."
2244,1,,Malfunction,,RICE CREEK MANUFACTURING
2245,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,"FERNO-WASHINGTON, INC."
2246,1,INFUSION PUMP,Malfunction,,FISHER & PAYKEL
2247,1,INFUSION PUMP,Malfunction,,ORTHO-CLINICAL DIAGNOSTICS
2248,1,HEMODIALYSIS CATHETER,Injury,,MEDTRONIC
2249,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER, WITH CARDIAC RESYNCHRONIZATIO",Injury,,MEDTRONIC
2251,1,"INSTRUMENT, ROBOTIC SURGICAL, TIP COVER ACCESSORY",Malfunction,HOSPITAL,MDT PUERTO RICO OPERATIONS CO
2254,1,,Malfunction,,COVIDIEN
2255,1,"MIH SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT",Injury,HOSPITAL,GE OEC MEDICAL SYSTEMS
2256,1,ENDOVENOUS LASER TREATMENT FIBER,Injury,,STRYKER
2259,1,AUTOMATED EXTERNAL DEFIBRILLATOR,No answer provided,,MEDTRONIC
2260,1,"CONSOLE, HEART-LUNG MACHINE, CARDIOPULMONARY BYPASS",Other,,ETHICON
2263,1,FIBRIN SPLIT PRODUCTS,Malfunction,LABORATORY,ROCHE DIAGNOSTICS
2264,1,ULTRASONIC SURGICAL DEVICE,Malfunction,,BOSTON SCIENTIFIC
2267,1,BRAVO PH CAPSULE,Malfunction,,TANDEM DIABETES CARE
2268,1,MANUAL OPHTHALMIC SURGICAL INSTRUMENT,Malfunction,,ETHICON
2269,1,PORTACATH,Injury,AMBULATORY SURGICAL FACILITY,BAXTER HEALTHCARE
2270,1,INFUSION PUMP,Malfunction,,CAREFUSION
2271,1,"STIMULATOR, ELECTRICAL, IMPLANTABLE, FOR INCONTINENCE",Malfunction,,ANIMAS CORPORATION
2272,1,,Malfunction,,BAXTER HEALTHCARE
2275,1,"DRILL BIT, ORTHOPEDIC",Malfunction,HOSPITAL,GE OEC MEDICAL SYSTEMS
2276,1,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT",Injury,,STRYKER
2277,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,HILL-ROM PLUVIGNER
2278,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2280,1,"POUCH, COLOSTOMY",Malfunction,I,PHILIPS MEDICAL SYSTEMS
2281,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,DEPUY ORTHOPAEDICS INC
2282,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,ETHICON
2283,1,HOSPITAL WHEELED STRETCHER,Malfunction,,STRYKER
2285,1,LICOX BRAIN TISSUE OXYGEN MONITORING SYS.,Malfunction,,"RESPIRONICS CALIFORNIA, INC"
2286,1,DISPOSABLE SURGICAL STAPLING DEVICE,Injury,,COSTA RICA
2287,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,ANIMAS CORPORATION
2288,1,"SET, I.V. FLUID TRANSFER",Malfunction,,ANIMAS CORPORATION
2291,1,INFUSION PUMP,Malfunction,,DEPUY SYNTHES
2292,1,LANCET DEVICE,Malfunction,U,CARDIAC PACEMAKERS
2293,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
2294,1,BLOOD GLUCOSE MONITORING DEVICE - LFR,Malfunction,OTHER,BAXTER HEALTHCARE
2295,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,INVACARE FLORIDA OPERATIONS
2296,1,SILICONE FOLDABLE LENS,Malfunction,AMBULATORY SURGICAL FACILITY,INVAMEX
2297,1,2.0MM SELF-TAPPING SCREW,Malfunction,,HILL-ROM INC
2298,1,"PUMP, INFUSION",Malfunction,,ANIMAS CORPORATION
2299,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,BAXTER HEALTHCARE
2304,1,80MEA,Malfunction,,STAAR SURGICAL
2305,1,IMPLANT,Malfunction,,MEDTRONIC
2307,1,GLUCOSE MONITORING SYS/KIT,Malfunction,I,BOSTON SCIENTIFIC
2308,1,COLONOSCOPE,No answer provided,,BAXTER HEALTHCARE
2309,1,EXTERNAL DC DEFIBRILLATOR,Malfunction,HOSPITAL,MEDTRONIC
2310,1,PERMANENT PACEMAKER ELECTRODE,Malfunction,,CAIRE INC.
2311,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,HOSPITAL,BARD BIOPSY SYSTEMS
2312,1,,Injury,,BAXTER HEALTHCARE
2313,1,INFUSION PUMP,Malfunction,I,MDT PUERTO RICO OPERATIONS CO
2314,1,INSULIN INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
2315,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,BECKMAN COULTER
2318,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,MDT PUERTO RICO OPERATIONS CO
2319,1,INSULIN INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
2324,1,INSULIN INFUSION PUMP,Malfunction,,ADAC LABORATORIES
2325,1,,Malfunction,,BAXTER HEALTHCARE
2326,1,LIGASURE VESSEL SEALING SYSTEM,Malfunction,,BAXTER HEALTHCARE
2327,1,GLUCOSE MONITORING SYS/KIT,Malfunction,I,ST. JUDE MEDICAL INC. CRMD
2328,1,DEFIBRILLATION LEAD,Malfunction,HOSPITAL,INSULET CORPORATION
2329,1,ENDOSCOPIC INSTRUMENT,Malfunction,,HILL-ROM INC
2330,1,NA,Malfunction,,LACEY MANUFACTURING CO.
2331,1,INSULIN INFUSION PUMP,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2333,1,OYC,Malfunction,I,"ARROW INTERVENTIONAL, INC (SUBSIDIARY OF ARROW INTL, INC)"
2336,1,"IMMUNOASSAY METHOD, TROPONIN SUBUNIT",Malfunction,,GUIDANT
2337,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,BECKMAN COULTER
2339,1,FLUOROSCOPIC X-RAY,Malfunction,,MEDTRONIC
2340,1,"DQR CANNULA, CATHETER",Malfunction,HOSPITAL,ST JUDE MEDICAL - NEUROMODULATION
2341,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,AGFA HEALTHCARE CORP
2342,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER, WITH CARDIAC RESYNCHRONIZATIO",Injury,,ETHICON
2344,1,ENDOSCOPIC VESSEL HARVESTING,Malfunction,,ETHICON
2345,1,INSULIN INFUSION PUMP,Malfunction,,COSTA RICA
2346,1,BRAVO PH CAPSULE,Malfunction,,ETHICON
2347,1,DEFIBRILLATOR,Malfunction,I,BAXTER HEALTHCARE
2348,1,INSULIN INFUSION PUMP,Malfunction,,HILL-ROM INC
2349,1,"MOTOR, DRILL, ELECTRIC - ATTACHMENT",Malfunction,,MEDTRONIC
2351,1,INSULIN PUMP,Malfunction,I,MCKINLEY MEDICAL LLLP
2352,1,"BED, AC-POWERED ADJUSTABLE HOSPITAL",Malfunction,,ANIMAS CORPORATION
2353,1,RESERVOIR,Malfunction,,"RESPIRONICS CALIFORNIA, INC"
2354,1,HIP COMPONENT,Injury,HOSPITAL,AV-TEMECULA-CT
2355,1,,Malfunction,,STRYKER
2357,1,MDS,Malfunction,,RICE CREEK MANUFACTURING
2358,1,"PUMP, INFUSION",Malfunction,,ETHICON
2359,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,BAXTER HEALTHCARE
2360,1,INTRA-AORTIC BALLOON CATHETER,Malfunction,HOSPITAL,CARDIAC PACEMAKERS
2363,1,"INSTRUMENT, ULTRASONIC SURGICAL",Malfunction,,MEDIVATORS INC.
2364,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,,BAXTER HEALTHCARE
2366,1,INFUSION PUMP,Malfunction,,MEDTRONIC
2367,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,BAXTER HEALTHCARE
2368,1,,Malfunction,HOSPITAL,BECKMAN COULTER
2369,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE
2373,1,"PULSE GENERATOR, PERMANENT, IMPLANTABLE",Injury,I,SORIN BIOMEDICA C.R.M
2374,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,,MEDTRONIC
2375,1,IV CATHETER SAFETY SYSTEM,Malfunction,HOSPITAL,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2376,1,CLINICAL CHEMISTRY ANALYZER,Malfunction,,OLYMPUS MEDICAL SYSTEM CORPORATION
2377,1,A/C POWERED HOSPITAL BED,Malfunction,HOSPITAL,SYNTHES STRATEC
2378,1,,Malfunction,,INVACARE FLORIDA OPERATIONS
2379,1,DEFIBRILLATION LEAD,Injury,HOSPITAL,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2380,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,TANDEM DIABETES CARE
2381,1,BREAST IMPLANT - SALINE,Injury,UNKNOWN,BAXTER HEALTHCARE
2382,1,BLOOD GLUCOSE METER,Malfunction,,STRYKER
2383,1,868.5440,Malfunction,,OLYMPUS MEDICAL SYSTEM CORPORATION
2384,1,"CANNULA, MANIPULATOR/INJECTOR, UTERINE",Malfunction,HOSPITAL,LIFESCAN INC.
2385,1,,Malfunction,OTHER,MEDTRONIC
2386,1,890.3860,Malfunction,,BECKMAN COULTER
2388,1,,Malfunction,OTHER,SOFRADIM PRODUCTION
2389,1,FLUOROSCOPIC X-RAY,Malfunction,,CPI - DEL CARIBE
2390,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,ROCHE DIAGNOSTICS
2391,1,MDS,Malfunction,,ST. JUDE MEDICAL INC. CRMD
2392,1,NONE,Injury,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
2396,1,"PUMP, INFUSION",Malfunction,,ZOLL
2398,1,ENDOSCOPIC INSTRUMENT CONTROL SYSTEM,Other,HOSPITAL,BECKMAN COULTER
2399,1,"PLATE, FIXATION, BONE",Injury,,MEDTRONIC
2400,1,IMPLANTABLE TACHY LEAD,Malfunction,HOSPITAL,MEDTRONIC
2401,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,ETHICON
2402,1,PICTURE ARCHIVING AND COMMUNICATION,Malfunction,,DEPUY SYNTHES
